title,authors,year,venue,url,source,abstract,already_read
HALE-IoT: Hardening Legacy Internet of Things Devices by Retrofitting Defensive Firmware Modifications and Implants,J Carrillo-Mondéjar; H Turtiainen,2022,IEEE Internet of …,https://ieeexplore.ieee.org/abstract/document/9963643/,Google Scholar,"exploit the vulnerabilities in the emulated environment and confirm that the original firmware   Then, we apply HALEIoT to the emulated firmware and see that all attacks are efficiently",False
Malicious Firmware Detection on Embedded Systems Using Deep Learning,C Yapıcıoğlu; FY Okay,2023,2023 Innovations in …,https://ieeexplore.ieee.org/abstract/document/10296778/,Google Scholar,"By using CNN for real-time detection, the proposed model provides an efficient and  effective solution for detecting firmware attacks without requiring additional infrastructure or",False
IoT‐DeepSense: Behavioral Security Detection of IoT Devices Based on Firmware Virtualization and Deep Learning,J Wang; C Liu; J Xu; J Wang; S Hao,2022,Security and …,https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/1443978,Google Scholar,"complex security behaviors and states inside IoT devices and perform security detection   , a behavioral security detection system of IoT devices based on firmware virtualization and",False
Enhancing the security of firmware over-the-air updates in automotive cyber-physical system,RY Patil; YH Patil; A Manna,2024,Cyber Physical System …,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003559993-12/enhancing-security-firmware-air-updates-automotive-cyber-physical-system-rachana-patil-yogesh-patil-asmita-manna-manjiri-ranjanikar,Google Scholar,"Firmware updates are essential for bug fixes and  is firmware over-the-air (FOTA), offering  faster updates and improved safety. Malicious firmware installations can mimic physical attacks",False
SECURING THE EDGE: EMBEDDED FIRMWARE ENGINEERING IN THE AGE OF EDGE COMPUTING,S Gangarapu; SSR Chilukoori; CK Kadiyala,NA,NA,https://www.researchgate.net/profile/Sadha-Shiva-Reddy-Chilukoori/publication/381348774_Securing_the_Edge_Embedded_Firmware_Engineering_in_The_Age_of_Edge_Computing/links/6669e6c5de777205a32a3728/Securing-the-Edge-Embedded-Firmware-Engineering-in-The-Age-of-Edge-Computing.pdf,Google Scholar,"By prioritizing embedded firmware security and investing in research and development, we  can build a more secure and resilient edge computing ecosystem, enabling the full potential",False
An ensemble approach for IoT firmware strength analysis using STRIDE threat modeling and reverse engineering,MS Yaqub; H Mahmood; I Nadir,2022,2022 24th International …,https://ieeexplore.ieee.org/abstract/document/9972941/,Google Scholar,to critically analyze the security of an IoT firmware. We  security of a wide range of firmware  being used in the latest and most commonly used IoT devices based on the identified security,False
Firmware Extraction Methods for IoT Devices: An Overview,A Rouagubi; K Chougdali,2025,… of the 1st International Conference on …,https://books.google.com/books?hl=en&lr=&id=4BRXEQAAQBAJ&oi=fnd&pg=PA291&dq=firmware+AND+vulnerabilities+OR+detection+OR+attacks+OR+exploit+OR+vulnerability+OR+security+OR+risks+after:2021+before:2025&ots=xNnmpDc2Ba&sig=e5_EgU4ORH8Y7KctYYeeJYtNPaU,Google Scholar,"techniques Identified common firmware vulnerabilities in IoT  for better security practices  Discussed the importance of firmware  3, we introduce the firmware vulnerability and security",False
Firmware Extraction and Analysis Environment Construction Methodology for IoT Devices Vulnerabilities Analysis,Y Lee; S Lee; HJ Jo,2024,… of the Korea Institute of Information Security …,https://koreascience.kr/article/JAKO202404357603049.page,Google Scholar,"for extracting firmware and  IoT security researchers with a guideline for firmware extraction  and analysis environment setup. Keywords: IoT Security, Cyber Physical System, Firmware,",False
Security-enhanced firmware management scheme for smart home IoT devices using distributed ledger technologies,W Wijesundara; JS Lee; D Tith; E Aloupogianni,2024,… of Information Security,https://link.springer.com/article/10.1007/s10207-024-00827-x,Google Scholar,"of IoT device firmware management, to handle vulnerabilities in update mechanisms,  authentication mechanisms and large-scale firmware deployments. Considering security, cost and",False
Forensic analysis and security assessment of IoT camera firmware for smart homes,A Bhardwaj; K Kaushik; S Bharany; SK Kim,2023,Egyptian Informatics Journal,https://www.sciencedirect.com/science/article/pii/S1110866523000658,Google Scholar,", this study demonstrated a security detection solution for IoT terminal firmware. The results  of  benefits over previous similarity theory-based firmware security investigative techniques.",False
RAM-Based Firmware Attestation for IoT Security: A Representation Learning Framework,A Iqbal; U Zia; MN Aman,2024,IEEE Internet of Things …,https://ieeexplore.ieee.org/abstract/document/10616208/,Google Scholar,"This approach enables the detection of even subtle alterations to a device’s firmware.  in  detecting attacks on firmware F4, along with A1 and A3 attacks on F1 and F5 firmware. However",False
Work-in-progress: Measuring security protection in real-time embedded firmware,Y Wu; Y Wang; S Zhai; Z Li; A Li,2022,2022 IEEE Real-Time …,https://ieeexplore.ieee.org/abstract/document/9984724/,Google Scholar,"(TB) of firmware images from more than 200 vendors. Second, to gain insights into the adoption  rate of security  is applied in a firmware image. We found that many real-time embedded",False
Dyfora: Dynamic firmware obfuscation and remote attestation using hardware signatures,S Mohammad; F Farahmandi,2024,… of the Great Lakes Symposium on VLSI …,https://dl.acm.org/doi/abs/10.1145/3649476.3658715,Google Scholar,"firmware integrity continuously. Our results show this approach significantly boosts security  against conventional attacks  %), requiring 2.6x1075 trials for plaintext firmware decryption.",False
Firmware security analysis of an Industrial Control System,S Sjövald; F Svahn,2021,NA,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1596061,Google Scholar,"finding vulnerabilities that consists of trying to exploit the firmware of the device or firmware   about how the firmware is implemented, we may be able to devise attacks against certain",False
{SOK}: 3D Printer Firmware Attacks on Fused Filament Fabrication,MH Rais; M Ahsan; I Ahmed,2024,18th USENIX WOOT Conference on …,https://www.usenix.org/conference/woot24/presentation/rais,Google Scholar,"for firmware attacks, focusing on the attack goals. We further propose nine distinct firmware  attacks  firmware on a standard fused filament fabrication printer. The study evaluates these",False
Firmware over-the-air programming techniques for IoT networks-A survey,K Arakadakis; P Charalampidis,2021,ACM Computing …,https://dl.acm.org/doi/abs/10.1145/3472292,Google Scholar,; (4) we highlight the security aspects of the update process and present contributions that  ensure the integrity and authenticity of the received firmware binary during the dissemination,False
Toward Intelligent IoT Endpoint Detection and Response Using Digital Twins via Firmware Emulation,SM Cheng; YC Lui; NJ Tsai,2024,IEEE Internet of Things …,https://ieeexplore.ieee.org/abstract/document/10737169/,Google Scholar,"As the first IoT DT facilitating the detection and protection of IoT endpoint devices, this article  demonstrates the potential of firmware emulation in securing the IoT paradigm. Inspired by",False
A hierarchical and secure approach for automotive firmware upgrades,F Luo; Z Li; J Wang; C Luo; H Liu; D Liu,2024,Journal of King Saud University …,https://www.sciencedirect.com/science/article/pii/S1319157824003471,Google Scholar,"to meet security requirements. Hence, this paper proposes a Secure Automotive Firmware   authentication and communication security during automotive firmware upgrades. To address",False
AutoFirm: Automatically Identifying Reused Libraries inside IoT Firmware at Large-Scale,YL Chen; F Ma; Y Zhang; YZ He; H Wang,2024,arXiv preprint arXiv …,https://arxiv.org/abs/2406.12947,Google Scholar,"merges IoT firmware from manufacturers’ websites, vulnerability entries from the National   To further explore the underlying risks for IoT firmware, we analyze the firmware images that",False
A Deep Learning Approach for Binary Code Similarity Detection to Detect Vulnerabilities in Firmware Binaries.,J Kumar,2025,… Journal of Intelligent Engineering & Systems,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=2185310X&AN=182062551&h=yRxmv58t9RAwiQfUOnHw7awLin3mzvYeK0y6c6MXW2%2FKmJwWruDdTxNiHkjnLO8AXXDUlVdopo6YkSbRrrqZPg%3D%3D&crl=c,Google Scholar,"vulnerability detection in firmware are covered in this section, with a focus on the techniques  and frameworks that have been applied to address problems related to firmware security.",False
Firmware Dynamic Analysis Through Rewriting,C Greco; M Ianni; A Guzzo; G Fortino,2023,Device-Edge-Cloud Continuum …,https://link.springer.com/chapter/10.1007/978-3-031-42194-5_2,Google Scholar,We propose an approach to enable dynamic security assessment techniques such as  fuzzing on firmware which extends and somehow redefines our proposal in [38]. Our proposal,False
A blended approach of static binary mining and exploratory data analysis to obtain the security posture of embedded systems firmware,M Patil; SC Patil,2025,… of Information and Computer Security,https://www.inderscienceonline.com/doi/abs/10.1504/IJICS.2025.145105,Google Scholar,"The selection of these firmware  different firmware security characteristics, such as the  firmware attack surface, the effectiveness of binary protection mechanisms, and the overall security",False
Enhancing Security of Automotive OTA Firmware Updates via Decentralized Identifiers and Distributed Ledger Technology,A Kovacevic; N Gligoric,2024,Electronics,https://www.mdpi.com/2079-9292/13/23/4640,Google Scholar,"decentralized model that eliminates these vulnerabilities. By assigning each vehicle a unique  identifier via DIDs, and using VCs to verify and authenticate firmware updates, we ensure",False
Unauthorized Access Detection for Network Device Firmware WEB Pages,M Peng; Q Wei; R Ma; Y Geng; Y Yang; S Zhang,2023,Electronics,https://www.mdpi.com/2079-9292/12/17/3674,Google Scholar,"security vulnerabilities such as information leakage and command execution. However,  commonly used vulnerability detection  Detection framework, for the vulnerability detection of",False
"Secure firmware Over-The-Air updates for IoT: Survey, challenges, and discussions",S El Jaouhari; E Bouvet,2022,Internet of Things,https://www.sciencedirect.com/science/article/pii/S2542660522000142,Google Scholar,"For these purposes, the quick update of the firmware image of these IoT devices is an  effective way to counter most of these attacks. This document starts by defining the firmware",False
One bad apple spoils the barrel: Understanding the security risks introduced by third-party components in iot firmware,B Zhao; S Ji; J Xu; Y Tian; Q Wei,2023,… on Dependable and …,https://ieeexplore.ieee.org/abstract/document/10135135/,Google Scholar,", and then recognizes the corresponding vulnerabilities.  security risks raised by TPCs on  34, 136 firmware images. We successfully detect 584 TPCs and identify 128, 757 vulnerabilities",False
Finding Vulnerabilities in Internal-binary of Firmware with Clues,P Liu; D Fang; C Qin; K Cheng; S Lv,2022,ICC 2022-IEEE …,https://ieeexplore.ieee.org/abstract/document/9839008/,Google Scholar,"vulnerabilities in firmware, we used the data set provided by Karonte, which contains 49  firmware  0-day vulnerabilities, we collected three latest version firmware for further evaluation.",False
Investigation of Firmware Securing IoT Devices at the Chip Level Using AI and ML Approaches: A Concise Systematic Literature Review,RS Das,2023,Journal of Artificial Intelligence & Cloud Computing …,https://www.researchgate.net/profile/Rajat-Das-19/publication/380189495_Investigation_of_Firmware_Securing_IoT_Devices_at_the_Chip_Level_Using_AI_and_ML_Approaches_A_Concise_Systematic_Literature_Review/links/66a9d883de060e4c7e6a0536/Investigation-of-Firmware-Securing-IoT-Devices-at-the-Chip-Level-Using-AI-and-ML-Approaches-A-Concise-Systematic-Literature-Review.pdf,Google Scholar,"Moreover, firmware security should also be considered to deliver the desired outcome to the   loose ends in firmware [6]. As distinct components are embedded in the firmware, the kernel",False
Should Smart Homes Be Afraid of Evil Maids?: Identifying Vulnerabilities in IoT Device Firmware,A Knapp; E Wamuo; MA Rahat,2024,2024 IEEE 14th …,https://ieeexplore.ieee.org/abstract/document/10427780/,Google Scholar,"current state of IoT device firmware security and assess the  , revealing a range of firmware  management techniques, each  risk of firmware modification attacks. To address these critical",False
Permutation-Based Firmware Remote Attestation for Internet-of-Things Edge-Based Network,Z AlJabri; JH Abawajy,2025,IEEE Systems Journal,https://ieeexplore.ieee.org/abstract/document/10944274/,Google Scholar,90% detection probability and effectively mitigating both remote and mobile software attacks.   potential of our approach for enhancing firmware security in edge-enabled IoT devices.,False
Detecting Vulnerabilities in Iot Firmware Via Keyword Identification and Path Optimization,J Liu; Y Li; H Liang,NA,Available at SSRN 5168828,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5168828,Google Scholar,vulnerability detection framework for IoT device firmware that targets at the binary level rather  than the source code to tackle the above issues. IotSleuth mainly focuses on the detection,False
Security Assessment of Customizations in Android Smartwatch Firmware,Y Yu; R Lin; S Li; Q Hou; P Tang,2024,"… , Security and Privacy in …",https://ieeexplore.ieee.org/abstract/document/10945223/,Google Scholar,security status of Android smartwatch firmware. We hope that our work will motivate developers  to prioritize firmware security  security measurement of Android smartwatch firmware. We,False
Non-invasive embedded system hardware/firmware anomaly detection based on the electric current signature,JPG de Oliveira; CJA Bastos-Filho,2022,Advanced Engineering …,https://www.sciencedirect.com/science/article/pii/S1474034621002676,Google Scholar,that uses autoencoders to detect firmware or hardware anomalies based  We implemented  six firmware versions that can run  detection quality through a variety of parameters: detection,False
Aye: a trusted forensic method for firmware tampering attacks,Y Zhang; Y Li; Z Li,2023,Symmetry,https://www.mdpi.com/2073-8994/15/1/145,Google Scholar,"the PLC architecture and the security risks of the PLC firmware layer. Since Aye utilized the  JTAG interface to detect and investigate firmware tampering attacks, we will further illustrate",False
A HOLISTIC APPROACH TO SECURING MEMORY ERROR VULNERABILITIES IN IOT FIRMWARE,I Obaidat,2023,NA,https://ninercommons.charlotte.edu/record/2580/files/Obaidat_uncc_0694D_13600.pdf,Google Scholar,"IoT firmware as four research thrusts: (1) we investigate remote attack strategies that exploit  memory errors in ARM, MIPS, and x86 IoT firmware in  real-world IoT firmware in a simulated",False
Fits: Inferring intermediate taint sources for effective vulnerability analysis of iot device firmware,P Liu; Y Zheng; C Sun; C Qin; D Fang; M Liu,2023,Proceedings of the 28th …,https://dl.acm.org/doi/abs/10.1145/3623278.3624759,Google Scholar,"Finding vulnerabilities in firmware is vital as any firmware vulnerability may  firmware  vulnerabilities thanks to its high coverage and scalability. However, sizable closed-source firmware",False
Secure Firmware Encryption against Power Analysis Attacks,EFF da Cruz,2023,NA,https://estudogeral.uc.pt/retrieve/265559/EduardoCruz_Dissertacao.pdf,Google Scholar,"firmware, and consequently break firmware encryption. In this work, my objective is to evaluate  the security  Encryption Standard) algorithm for firmware encryption. The main focus is to",False
Pandawan: quantifying progress in linux-based firmware rehosting,I Angelakopoulos; G Stringhini; M Egele,2024,33rd USENIX Security …,https://www.usenix.org/conference/usenixsecurity24/presentation/angelakopoulos,Google Scholar,"Firmware Initialization Completion Detection (FICD), a technique that detects the reference  point at which the firmware possible to quantify the forward progress in firmware re-hosting, by",False
Blockchain-based security model for LoRaWAN firmware updates,NS Mtetwa; P Tarwireyi; CN Sibeko,2022,Journal of Sensor and …,https://www.mdpi.com/2224-2708/11/1/5,Google Scholar,"firmware attacks, because they enable the most high-impact threats that go beyond what is  possible with traditional attacks of the security measures taken to secure the firmware and the",False
Unified Security Framework using Device-Specific Fingerprint: Mitigating Hardware Trojans and Authenticating Firmware Updates,S Hemavathy; J Kokila; VSK Bhaaskaran,2025,IEEE Access,https://ieeexplore.ieee.org/abstract/document/10872928/,Google Scholar,"the security of IoT devices and firmware integrity. In [24] IP and firmware to avoid cloning and  malicious attacks on edge  , such as encryption or firmware integrity verification, are deemed",False
Firm VEA: Vulnerability Discovery Optimisation for IoT Firmware via Version Evolution Analysis,B Yu; Y Zhang; Y Zhang; Q Yang,2023,GLOBECOM 2023-2023 …,https://ieeexplore.ieee.org/abstract/document/10437669/,Google Scholar,"There is no unified official firmware dataset for firmware vulnerability detection, so we  design a web crawler script to build a large-scale raw dataset. The main sources are 1) Official",False
Automated security analysis of firmware,F Bolandi,2022,NA,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1704788,Google Scholar,"This study examines security vulnerabilities of a firmware using static and dynamic methods.  While these methods are viable, there is promising research going on symbolic execution",False
Aim: Automatic interrupt modeling for dynamic firmware analysis,B Feng; M Luo; C Liu; L Lu,2023,IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/10342806/,Google Scholar,"makes firmware vulnerabilities more devastating. To discover MCU firmware vulnerabilities,   for driving MCU firmware to diverse valuable paths, we devise a firmware-guided Just-in-",False
Physical devices-agnostic hybrid fuzzing of IoT firmware,L Situ; C Zhang; L Guan; Z Zuo; L Wang,2023,IEEE Internet of …,https://ieeexplore.ieee.org/abstract/document/10214030/,Google Scholar,"To address this problem, we implemented a fault detection mechanism for microcontroller-based  firmware inspired by the heuristics used to detect memory corruption in PANDA [26].",False
A Component Vulnerability Matching Approach for IoT Firmware,B Yu; Y Zhang; R Liu; Z Sheng,2022,Proceedings of the 6th Asia-Pacific …,https://dl.acm.org/doi/abs/10.1145/3542637.3543705,Google Scholar,"Component vulnerability matching offers an approach for discovering vulnerabilities existing  in IoT firmware. In this work, A component composition analysis and reliability assessment (",False
Firmware vulnerability analysis of widely used low-budget TP-link routers,F Schwarz; K Schwarz; D Fuchs; R Creutzburg,2021,Electronic …,https://library.imaging.org/ei/articles/33/3/art00017,Google Scholar,-to-date the firmware of standard home network routers is and how secure the firmware is. In   This paper will investigate how up-to-date the firmware is on standard home network routers,False
Detection Method for Classifying Malicious Firmware,D Noever; SEM Noever,2021,International Journal of Network Security …,https://www.researchgate.net/profile/Samantha-Noever/publication/356968929_Detection_Method_for_Classifying_Malicious_Firmware/links/6264acd21b747d19c2a32ae0/Detection-Method-for-Classifying-Malicious-Firmware.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9,Google Scholar,"A malicious firmware update may prove devastating to the  same security verifications now  applied to full operating systems. This work converts the binary headers of 40,000 firmware",False
Blockchain-Based Secure Firmware Updates for Electric Vehicle Charging Stations in Web of Things Environments,A Aldweesh,2025,World Electric Vehicle Journal,https://www.mdpi.com/2032-6653/16/4/226,Google Scholar,"Based on these questions, we hypothesize that a permissioned blockchain framework  can achieve enhanced security (eg, tamper-evident firmware distribution) with acceptable",False
Precise discovery of more taint-style vulnerabilities in embedded firmware,X Yin; R Cai; X Zhu; Q Yang; E Song,2024,IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/10613486/,Google Scholar,"vulnerabilities [2]. Therefore, it is crucial to detect and address these vulnerabilities effectively  to ensure the security  , to address security issues and discover vulnerabilities in firmware,",False
A highly secure IoT firmware update mechanism using blockchain,WJ Tsaur; JC Chang; CL Chen,2022,Sensors,https://www.mdpi.com/1424-8220/22/2/530,Google Scholar,the security goals that must be considered for a secure firmware  firmware update platform  based on blockchain in detail.  the security of the proposed blockchain-based firmware,False
FIRMWIRE: Transparent dynamic analysis for cellular baseband firmware,G Hernandez; M Muench; D Maier; A Milburn,2022,… Systems Security …,https://par.nsf.gov/servlets/purl/10343798,Google Scholar,"vulnerabilities as we will show in Section VD. Hence, we believe that virtualized testing of  baseband firmware  generating inputs or new states that exercise deeper paths in the firmware.",False
Secure decentralized firmware update delivery service for Internet of Things,YE Oktian; U Jo; AMA Laksmono; H Kim,2024,Internet of Things,https://www.sciencedirect.com/science/article/pii/S2542660524000787,Google Scholar,as the trust and security foundation of our proposal. Section 3 elaborates components and  innerworking of our work. We then analyze our proposals in terms of security goal analysis in,False
FirmHunter: State-aware and introspection-driven grey-box fuzzing towards IoT firmware,Q Yin; X Zhou; H Zhang,2021,Applied Sciences,https://www.mdpi.com/2076-3417/11/19/9094,Google Scholar,"whether FirmHunter can detect vulnerabilities in real-world IoT firmware images effectively  with  other work in vulnerability detection. In short, we would answer the following questions:",False
Heapster: Analyzing the security of dynamic allocators for monolithic firmware images,F Gritti; F Pagani; I Grishchenko,2022,… on Security and …,https://ieeexplore.ieee.org/abstract/document/9833610/,Google Scholar,", and finding heap vulnerabilities is a manual and tedious  firmware functions can quickly  become a daunting task. Moreover, emulating firmware functions to test for heap vulnerabilities",False
Adaptive Emulation Framework for Multi-Architecture IoT Firmware Testing.,J Yu; J Kim; Y Lee; J Yun,2023,"Computers, Materials & …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15462218&AN=162963162&h=0CtkS8RI0fgEFaNBdfxe%2FUXSJKt44UeRGRikUPdNZz3NE2Jt88%2F5N0g5V5MTqQRPXi6Kvd%2Fc22yUEAoxqsngZg%3D%3D&crl=c,Google Scholar,(2) Time-to-Crash for Exploitability: We identified 1-day vulnerabilities for real-world firmware  and common weakness enumeration (CWE) vulnerabilities for sample firmware in each IoT,False
Secure LoRa firmware update with adaptive data rate techniques,D Heeger; M Garigan; E Eleni Tsiropoulou,2021,Sensors,https://www.mdpi.com/1424-8220/21/7/2384,Google Scholar,"to firmware update speed, there are significant concerns regarding reliability and security  when updating firmware  A malicious actor could attempt to steal the firmware to gain access to",False
Kicking the Firmware Out of the TCB with the Miralis Virtual Firmware Monitor,C Castes; NS Kalani; S Saltovskaia; N Terrier,2024,Proceedings of the 2nd …,https://dl.acm.org/doi/abs/10.1145/3698576.3698764,Google Scholar,"that excludes the non-security critical part of the firmware from the TCB by isolating it within   virtual firmware monitor. We present the design of Miralis, the first virtual firmware monitor.",False
A large-scale analysis of iot firmware version distribution in the wild,F Ebbers,2022,IEEE Transactions on Software Engineering,https://ieeexplore.ieee.org/abstract/document/9745815/,Google Scholar,"these devices bring to society and economy, they come with a plethora of security  security,  the device firmware (FW) tends to be plagued by vulnerabilities [1], [2]. Criminals can exploit",False
Firmware Attack Detection Using Logistic Regression (FAD-LR),A Punidha; E Arul; E Yuvarani,2023,6th International Conference on …,https://www.atlantis-press.com/proceedings/icic-6-23/125993041,Google Scholar,"The smart devices, commonly referred to as IoT devices, are experiencing a significant  surge in demand and are becoming increasingly integrated into our daily lives. Cyber felons",False
A secure firmware and software update model based on blockchains for Internet of Things devices using SBOM,JH Park; HY Youm,2023,… Conference on Information Security  …,https://ieeexplore.ieee.org/abstract/document/10367901/,Google Scholar,"Through this model, we aim to improve security and efficiency by supplementing the  ,  such as resource and networN load, and mitigating software supply chain security threats.",False
Uncovering EDK2 Firmware Flaws: Insights from Code Audit Tools,M Farahani; G Shenavar,2024,2024 5th CPSSI …,https://ieeexplore.ieee.org/abstract/document/10745401/,Google Scholar,"This decision aligns with our goal to maintain a pragmatic approach in enhancing firmware  security, ensuring that our methods are both effective and applicable within the typical",False
Analysis of Firmware Security Mechanisms,SG Ravindrababu; V Venugopal,2022,… Systems: Selected Papers …,https://link.springer.com/chapter/10.1007/978-981-16-6309-3_51,Google Scholar,"security strategies that are currently used to secure firmware, as well as their flaws, by assessing  each methodology with four different attacks  for mitigating attacks on firmware devices",False
Rsfuzzer: Discovering deep smi handler vulnerabilities in uefi firmware with hybrid fuzzing,J Yin; M Li; Y Li; Y Yu; B Lin; Y Zou; Y Liu,2023,… on Security and …,https://ieeexplore.ieee.org/abstract/document/10179421/,Google Scholar,"detect 828% more vulnerabilities on average than the  vulnerabilities in the evaluated  UEFI firmware images and 14 CVE IDs were assigned. Noticeably, 6 of the 0-day vulnerabilities",False
IoT Firmware Emulation and Its Security Application in Fuzzing: A Critical Revisit,W Zhou; S Shen; P Liu,2025,Future Internet,https://www.mdpi.com/1999-5903/17/1/19,Google Scholar,"firmware become more common in our lives, memory corruption vulnerabilities in their firmware  are  Fuzzing is a powerful method for detecting these vulnerabilities, but it poses unique",False
Fuzzy test guidance technology for power internet of things firmware vulnerability detection,B Zhang; Z Xi; K Gao,2021,2021 IEEE International Conference on …,https://ieeexplore.ieee.org/abstract/document/9701040/,Google Scholar,"security. Fuzzy testing is one of the hotspots of cyberspace security research, but for firmware  vulnerability detection of heterogeneous firmware program simulation, firmware state space",False
Enabling real-time restoration of compromised ecu firmware in connected and autonomous vehicles,J Dafoe; H Singh; N Chen; B Chen,2023,International Conference on Security …,https://link.springer.com/chapter/10.1007/978-3-031-51630-6_2,Google Scholar,"ECU firmware in real time. Our framework combines existing intrusion detection methods with  a firmware  Especially, the firmware restoration utilizes the existing FTL in the flash storage",False
Securing over-the-air firmware updates (FOTA) for industrial internet of things (IIOT) devices,KG Crowther; R Upadrashta,2022,… for Homeland Security …,https://ieeexplore.ieee.org/abstract/document/10025441/,Google Scholar,paper presents a security baseline for FOTA by creating a secure “pipeline” for IIOT firmware.  It  It describes attacks against various aspects of the reference architecture and explains the,False
Argus: assessing unpatched vulnerable devices on the internet via efficient firmware recognition,W Xie; C Zhang; P Wang; Z Wang; Q Yang,2021,… Communications Security,https://dl.acm.org/doi/abs/10.1145/3433210.3453685,Google Scholar,"to decompress encrypted firmware or how to annotate unlabeled firmware, these problems   only valid firmware images as our dataset. For instance, by only testing the firmware images",False
Firmware Over the Air for Securely Updating ECUs of the Vehicle,BR Mudhivarthi; P Thakur; A Kumar,2025,… Journal of Sensors …,https://www.benthamdirect.com/content/journals/swcc/10.2174/0122103279346608250109112823,Google Scholar,", but security is the major concern while transmitting firmware  running on the ECU and reports  regarding observed attacks  ID and firmware and the secondary ECU ID and firmware. The",False
EMBEDDED FIRMWARE STRATEGIES FOR ENHANCED WIRELESS COMMUNICATION CHIPSETS,S Gangarapu; SSR Chilukoori; CK Kadiyala,NA,NA,https://www.researchgate.net/profile/Sadha-Shiva-Reddy-Chilukoori/publication/381452316_Embedded_Firmware_Strategies_for_Enhanced_Wireless_Communication_Chipsets/links/666db55fde777205a32fdc3f/Embedded-Firmware-Strategies-for-Enhanced-Wireless-Communication-Chipsets.pdf,Google Scholar,Association (ESSA) found that 75% of the respondents considered firmware security a top   boot implementation in firmware effectively prevented firmware tampering attacks and ensured,False
Material extrusion-based additive manufacturing: G-code and firmware attacks and Defense frameworks,H Rais,2023,NA,https://scholarscompass.vcu.edu/etd/7295/,Google Scholar,Chapter 4 presents a minimally explored area of research - firmware attacks - and introduces  novel firmware attack taxonomies and nine attacks for the surveillance and sabotage of the,False
Seum Spread: Discerning Security Flaws in IoT Firmware via Call Sequence Semantics,A Lounis; A Andreoli; M Debbabi; A Hanna,2024,"… Malware, and Vulnerability …",https://link.springer.com/chapter/10.1007/978-3-031-64171-8_21,Google Scholar,"persistent storage on a firmware’s attack  firmware code locations. Finally, we leverage the  modeled call sequences to detect and exploit seven 0-day command injection vulnerabilities",False
Metaemu: An architecture agnostic rehosting framework for automotive firmware,Z Chen; SL Thomas; FD Garcia,2022,… and Communications Security,https://dl.acm.org/doi/abs/10.1145/3548606.3559338,Google Scholar,"rehosting and security analysis of automotive firmware.  -off—MetaEmu lifts rehosted firmware  to an optimized intermediate  , bare-metal and RTOS-based firmware, and three kinds of",False
"3D Bioprinter Firmware Attacks: Categorization, Implementation, and Impacts",M Ahsan; B Najarro-Blancas; JT Ebode; N Lewinski,NA,NA,https://ahmirf.github.io/publications/2025-ieee-host-bioprinter.pdf,Google Scholar,"security needs of bioprinting, we propose a structured framework for categorizing firmware  attacks  Predominantly focusing on the impact on the bioprinting process, the attacks can be",False
Operation Mango: Scalable Discovery of {Taint-Style} Vulnerabilities in Binary Firmware Services,W Gibbs; AS Raj; JM Vadayath; HJ Tay,2024,33rd USENIX Security …,https://www.usenix.org/conference/usenixsecurity24/presentation/gibbs,Google Scholar,"represents a step forward in automated firmware vulnerability analysis. We used the Karonte   on a firmware for security vulnerabilities, we can help raise the bar for IoT device security.",False
A method of firmware vulnerability mining and verification based on code property graph,N Xiao; J Zeng; Q Yao; X Huang,2022,… on Artificial Intelligence and Security,https://link.springer.com/chapter/10.1007/978-3-031-06764-8_42,Google Scholar,"of difficulties to firmware vulnerability mining, resulting in low accuracy and high false positive  rate of vulnerability mining. Therefore, this paper proposes a firmware vulnerability mining",False
Detecting firmware modification on solid state drives via current draw analysis,D Brown; TO Walker III; JA Blanco; RW Ives; HT Ngo,2021,… & Security,https://www.sciencedirect.com/science/article/pii/S0167404820304223,Google Scholar,"of the firmware post installation. This means that attackers who are able to get a malicious  firmware  , as the owner will have no tools for detection. We use a method for performing side",False
Enabling Faster Security Assessment of Re-hosted Firmware,G Fortino; C Greco; A Guzzo,2022,… Intl Conf on Cloud and Big …,https://ieeexplore.ieee.org/abstract/document/9927780/,Google Scholar,"vulnerability assessment and we propose a novel methodology to speed up security analyses  and allow the application to firmware of traditional security tools, such as binary fuzzers.",False
FIRMRES: Exposing Broken Device-Cloud Access Control in IoT Through Static Firmware Analysis,Y Xiao; J Chen; Y Hu; J Huang,2024,2024 54th Annual IEEE/IFIP …,https://ieeexplore.ieee.org/abstract/document/10646632/,Google Scholar,"messages, we found a total of 14 vulnerabilities in 8 devices, including 1 known vulnerability  (by checking the device model and the firmware version) and 13 previously-unknown vulner",False
