title,authors,year,venue,url,source,abstract,already_read
Pacemaker cybersecurity: local experience with a firmware upgrade,A Baranchuk; B Alexander; D Campbell; S Haseeb,2018,Circulation,https://www.ahajournals.org/doi/abs/10.1161/CIRCULATIONAHA.118.035261,Google Scholar,"of these risks, it has been recommended that these firmware  the risks and benefits associated  with the firmware upgrade.  devices and offered the firmware upgrade between November",False
Securing firmware in Internet of Things using blockchain,A Pillai; M Sindhu; KV Lakshmy,2019,2019 5th International …,https://ieeexplore.ieee.org/abstract/document/8728389/,Google Scholar,"devices on demands likewise security is a huge  of security that is supported by absolute  robust encryption standards available[3, 4, 15]. Ongoing cyber attacks are focusing on firmware",False
Firmware Secure Coding Practice,J Yao; V Zimmer; J Yao; V Zimmer,2020,… Firmware: Armoring the Foundation of …,https://link.springer.com/chapter/10.1007/978-1-4842-6106-4_14,Google Scholar,"the security architecture and design, we need to bring security into the development phase.  On the one hand, firmware  are also applicable for firmware development. On the other hand,",False
Towards automatic firmware extraction from update applications,ME FERRER,2017,NA,https://www.politesi.polimi.it/handle/10589/144829,Google Scholar,of the firmware (there is no security measure to check if the firmware that is going to be  installed in the device is legit and is coming directly from the vendor). The attacks at this level are,False
Large-scale IoT devices firmware identification based on weak password,D Yu; L Zhang; Y Chen; Y Ma; J Chen,2020,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8951016/,Google Scholar,Vulnerability on the device is usually related to the firmware version of the device of this   between the vulnerability and the IoT device to assess the security of the online device.,False
Secure firmware updates for iot: A survey,A Kolehmainen,2018,… IEEE International Conference on Internet of …,https://ieeexplore.ieee.org/abstract/document/8726545/,Google Scholar,in a problem of security. There are as many firmware and software update procedures as   Our findings show that there indeed are good options for firmware update mechanisms that,False
A blockchain-based OCF firmware update for IoT devices,EN Witanto; YE Oktian; SG Lee; JH Lee,2020,Applied Sciences,https://www.mdpi.com/2076-3417/10/19/6744,Google Scholar,"As the hackers try to exploit security vulnerabilities continuously, the manufacturers need to  regularly release updates to prevent cyber-attacks. That final reason is the most crucial one,",False
Implications of malicious 3D printer firmware,SB Moore; WB Glisson; M Yampolskiy,2017,NA,https://aisel.aisnet.org/hicss-50/st/digital_forensics/5/,Google Scholar,a vulnerability in how the firmware interacts with variables. The malicious firmware developed  in this research bypassed the firmware’s  This allowed the malicious firmware to effectively,False
Firmnano: Toward iot firmware fuzzing through augmented virtual execution,Z Gui; H Shu; J Yang,2020,2020 IEEE 11th International …,https://ieeexplore.ieee.org/abstract/document/9237719/,Google Scholar,that FIRMNANO can execute firmware correctly and can be used for real-world firmware  vulnerability mining.  We preset a buffer overflow vulnerability in the USART_DMA firmware. The,False
Control-hijacking vulnerabilities in IoT firmware: A brief survey,A Mohanty; I Obaidat; F Yilmaz,2018,… Security and Privacy for …,https://www.researchgate.net/profile/Abhinav-Mohanty/publication/331976993_Control-hijacking_Vulnerabilities_in_IoT_Firmware_A_Brief_Survey/links/5cae0e2692851c8d22e1167e/Control-hijacking-Vulnerabilities-in-IoT-Firmware-A-Brief-Survey.pdf,Google Scholar,"firmware attacks and vulnerabilities remain fairly less explored in the literature; however,  vulnerabilities  format string [10] vulnerabilities abound in device firmware, operating systems,",False
Domain Informed Firmware Analysis for Internet of Things (IoT) Security,F Fowze,2020,NA,https://search.proquest.com/openview/296fd55a87ebcefcb1dae09e5136b715/1?pq-origsite=gscholar&cbl=18750&diss=y,Google Scholar,"Given the challenges in firmware analysis for IoT security, the research questions  set of  firmware that consists of four MSP430 firmware images and two Intel 8051 firmware images to",False
Securing over-the-air IoT firmware updates using blockchain,X He; S Alqahtani; R Gamble; M Papa,2019,Proceedings of the International …,https://dl.acm.org/doi/abs/10.1145/3312614.3312649,Google Scholar,Preliminary results show that the approach is feasible without compromising performance  and can protect IoT devices against cyber attacks during the firmware update process.,False
IoT Pentesting: Obtaining the firmware of a smart lock,A Borg; CA Francke,2020,NA,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1460706,Google Scholar,The security assessment of the firmware in this thesis follows the recipe suggested by  Gupta et al. [24] with some additions presented by Gupta in [23]. The recipe contains a step-by-,False
Proxray: Protocol model learning and guided firmware analysis,F Fowze; D Tian; G Hernandez,2019,IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/8823941/,Google Scholar,Analyzing the firmware of IoT devices for safety and security is becoming critical. IoT devices  usually implement communication protocols such as USB and Bluetooth within firmware to,False
Review on firmware,CJ Tan; J Mohamad-Saleh; KAM Zain,2017,Proceedings of the …,https://dl.acm.org/doi/abs/10.1145/3132300.3132337,Google Scholar,Recent research trends in the field of computer firmware development include but not limited  to security and digital forensic due to issue like Stuxnet [35] and the CIH virus damaging 60,False
eMUD: Enhanced manufacturer usage description for IoT botnets prevention on home WiFi routers,SM Sajjad; M Yousaf; H Afzal; MR Mufti,2020,Ieee Access,https://ieeexplore.ieee.org/abstract/document/9187209/,Google Scholar,only if the identified firmware vulnerabilities are low. The identified firmware vulnerabilities  are patched in case the score of the identified firmware vulnerabilities is moderate or high.,False
Identifying Multi-Binary Vulnerabilities in Embedded Firmware at Scale,N Redini; A Machiry; R Wang; C Spensky,2020,Black Hat Asia …,https://research.utwente.nl/en/publications/identifying-multi-binary-vulnerabilities-in-embedded-firmware-at-,Google Scholar,"Therefore, we assessed the remaining vulnerabilities by reverse engineering the firmware.  By using vendor-confirmed vulnerabilities and checking whether other firmware using the",False
Secure over-the-air firmware updating for automotive electronic control units,D Mbakoyiannis; O Tomoutzoglou,2019,Proceedings of the 34th …,https://dl.acm.org/doi/abs/10.1145/3297280.3297299,Google Scholar,-the-air firmware updating that brings a  security precautions and cryptographic  countermeasures for each individual component or sub-system. The objective is to overcome all,False
Towards detection of modified firmware on solid state drives via side channel analysis,D Brown; O Walker; R Rakvic; RW Ives; H Ngo,2018,Proceedings of the …,https://dl.acm.org/doi/abs/10.1145/3240302.3285860,Google Scholar,firmware or analyzing their behavior through a side channel. This paper attempts to motivate  research towards security  draw from an SSD to classify the firmware it is running. To this end,False
"Security vulnerabilities, attacks, countermeasures, and regulations of networked medical devices—A review",T Yaqoob; H Abbas,2019,… Surveys & Tutorials,https://ieeexplore.ieee.org/abstract/document/8703068/,Google Scholar,of security vulnerabilities in the firmware of connected medical devices and their underlying  causes. The common theme is the absence of security  The vulnerabilities present in the,False
{HALucinator}: Firmware re-hosting through abstraction layer emulation,AA Clements; E Gustafson; T Scharnowski,2020,29th USENIX Security …,https://www.usenix.org/conference/usenixsecurity20/presentation/clements,Google Scholar,"firmware samples and chip vendors. Finally, we demonstrate the practicality of HLE for security   , to locate multiple previously-unknown vulnerabilities in firmware middleware libraries.",False
Advanced remote firmware upgrades using TPM 2.0,A Fuchs; C Krauß; J Repp,2016,… on ICT systems security and privacy protection,https://link.springer.com/chapter/10.1007/978-3-319-33630-5_19,Google Scholar,"firmware manufacturer can be installed and downgrade attacks or attempts to install malicious  firmware  Next, we present a concept for advanced remote firmware upgrade of such an",False
Toward automated firmware analysis in the iot era,G Hernandez; F Fowze; DJ Tian; T Yavuz,2019,IEEE Security & …,https://ieeexplore.ieee.org/abstract/document/8787829/,Google Scholar,"used in devastating attacks. In this article, we discuss the problems in analyzing firmware  for security, offer case studies, and propose challenge tasks to improve firmware analysis.",False
An overview of practical attacks on ble based iot devices and their security,S Pallavi; VA Narayanan,2019,2019 5th international conference on …,https://ieeexplore.ieee.org/abstract/document/8728448/,Google Scholar,"Section 4 and 5 presents the MITM attacks, firmware attacks that we performed on “Nordic  Thingy 52” and a fitness tracker. Section 6 presents precautions to be taken by manufactures",False
An over-the-blockchain firmware update framework for IoT devices,A Yohan; NW Lo,2018,2018 IEEE Conference on Dependable and …,https://ieeexplore.ieee.org/abstract/document/8625164/,Google Scholar,"device management and firmware distribution mechanism could lead to many issues that  harm the security and privacy of the device owner. In this paper, a firmware update framework",False
{P2IM}: Scalable and hardware-independent firmware testing via automatic peripheral interface modeling,B Feng; A Mera; L Lu,2020,… USENIX Security Symposium (USENIX Security …,https://www.usenix.org/conference/usenixsecurity20/presentation/feng,Google Scholar,"In the rest of the paper, we refer to MCU firmware simply as firmware for brevity. Due to the   IoT systems, the security issues of these devices, often caused by vulnerable firmware [44],",False
Scalable graph-based bug search for firmware images,Q Feng; R Zhou; C Xu; Y Cheng; B Testa,2016,… communications security,https://dl.acm.org/doi/abs/10.1145/2976749.2978370,Google Scholar,"We found that there were 24 firmware images which could have this vulnerability, and we  were able to confirm that the vulnerabilities existed in 13 images from three vendors. These",False
Automatic Vulnerability Detection in Embedded Device Firmware and Binary Code: Survey and Layered Taxonomies,A QASEM; P SHIRANI; M DEBBABI; L WANG; B LEBEL,2018,NA,https://users.encs.concordia.ca/~wang/papers/abdullah22cusr.pdf,Google Scholar,current vulnerability detection mechanisms for firmware and  inspection of vulnerabilities in  embedded systems firmware images  and embedded system firmware analysis and examined,False
Formal verification of security critical hardware-firmware interactions in commercial SoCs,S Ray; N Ghosh; RJ Masti; A Kanuparthi,2019,Proceedings of the 56th …,https://dl.acm.org/doi/abs/10.1145/3316781.3323478,Google Scholar,securitycritical flows in a commercial System-on-Chip (SoC) which involve extensive interaction  between firmware ( with formal verification of security properties of such interactions and,False
Firmusb: Vetting usb device firmware using domain informed symbolic execution,G Hernandez; F Fowze; D Tian; T Yavuz,2017,… Security,https://dl.acm.org/doi/abs/10.1145/3133956.3134050,Google Scholar,firmware analysis framework that uses domain knowledge of the USB protocol to examine  firmware im Analysis Framework: We develop a USB-specific firmware analysis framework to,False
{FIRM-AFL}:{High-Throughput} greybox fuzzing of {IoT} firmware via augmented process emulation,Y Zheng; A Davanian; H Yin; C Song; H Zhu,2019,28th USENIX Security …,https://www.usenix.org/conference/usenixsecurity19/presentation/zheng,Google Scholar,"the lack of security in IoT  attacks exploit the vulnerabilities in IoT firmware to penetrate into  the IoT devices. As a result, it is crucial for defenders to discover vulnerabilities in IoT firmware",False
Formal security verification of concurrent firmware in SoCs using instruction-level abstraction for hardware,BY Huang; S Ray; A Gupta; JM Fung,2018,Proceedings of the 55th …,https://dl.acm.org/doi/abs/10.1145/3195970.3196055,Google Scholar,"The two classes of security objectives we consider are integrity and confidentiality of  firmware assets. For example, we wish to ensure that only the authenticated image will be",False
UpdaThing: A secure and open firmware update system for Internet of Things devices,TAD de Pinho,NA,NA,,Google Scholar,,False
Blockchain-based secure firmware update for embedded devices in an Internet of Things environment,B Lee; JH Lee,2017,The Journal of supercomputing,https://link.springer.com/article/10.1007/s11227-016-1870-0,Google Scholar,"against various attacks. In this paper, we focus on a secure firmware update issue, which  is a fundamental security challenge for the embedded devices in an IoT environment. A new",False
Toward Automated Firmware Analysis in the IoT Era,T Yavuz; P Traynor; KRB Butler,2019,NA,https://hernan.de/u/papers/Toward_Automated_Firmware_Analysis_in_the_IoT_Era.pdf,Google Scholar,"used in devastating attacks. In this article, we discuss the problems in analyzing firmware  for security, offer case studies, and propose challenge tasks to improve firmware analysis.",False
Software implementation of secure firmware update in IoT concept,L Kvarda; P Hnyk; L Vojtech,2017,Advances in Electrical and …,"https://advances.vsb.cz/data/articles/2017/Vol%2015,%20No%204/Electrical%20and%20Electronic%20Engineering/Software%20Implementation%20of%20Secure%20Firmware%20Update%20in%20IoT%20Concept.pdf",Google Scholar,"The second one is that the security measures are often neglected by users,  firmware (FW).  The last major problem is that manufacturers of IoT devices neglect or does not solve security",False
Firmware Protection,MM Hossain; F Rahman; F Farahmandi,2020,… in Hardware Security,https://link.springer.com/chapter/10.1007/978-3-030-64448-2_13,Google Scholar,"scheme of the firmware. Enhancing the security of the hardware alone cannot protect the  systems from various adversarial attacks, while keeping the firmware undefensive against",False
Verifying information flow properties of firmware using symbolic execution,P Subramanyan; S Malik; H Khattri,2016,"… Design, Automation & …",https://ieeexplore.ieee.org/abstract/document/7459333/,Google Scholar,"In this paper, we propose an approach to verify firmware security properties using symbolic  execution. We introduce a property specification language for information flow properties of",False
Frankenstein: Advanced wireless fuzzing to exploit new bluetooth escalation targets,J Ruge; J Classen; F Gringoli; M Hollick,2020,29th USENIX Security …,https://www.usenix.org/conference/usenixsecurity20/presentation/ruge,Google Scholar,parts of the Broadcom firmware that can be reached  firmware. We provide a C programming  environment to interact with the firmware image that can test hypotheses on the firmware,False
CVSkSA: cross-architecture vulnerability search in firmware based on kNN-SVM and attributed control flow graph,D Zhao; H Lin; L Ran; M Han; J Tian; L Lu,2019,Software Quality …,https://link.springer.com/article/10.1007/s11219-018-9435-5,Google Scholar,vulnerabilities in binary firmware across different architectures is crucial. Because the accuracy  of existing cross-architecture vulnerability  several vulnerabilities in real-world firmware,False
Firmware Security Validation Test Suite for Intel 9th Generation Processor,S Parekh,2020,NA,https://repository.nirmauni.ac.in/jspui/handle/123456789/9360,Google Scholar,"Chapter 4 : Automated firmware security validation test suite In this chapter the Firmware  Security Validation Test Suite is explained elaborately. It explains the flows , its capacity to",False
Detect security threat in android custom firmware by analyzing applications framework and default settings,NT Can; P Van Hau; NA Tuan,2019,PROCEEDING of Publishing …,https://proceeding.vap.ac.vn/index.php/proceedingvap/article/view/2017.00011,Google Scholar,"However, security threats may exist in other components of the operating system, rather   Framework and security threat from default settings of Android custom firmware (Custom ROMs)",False
Vulnerabilities of android OS-based telematics system,HJ Jo; W Choi; SY Na; S Woo; DH Lee,2017,Wireless Personal …,https://link.springer.com/article/10.1007/s11277-016-3618-9,Google Scholar,"without careful consideration about security issues. In this paper, we indicate the security  problems of an Android OS-based telematics system. Our target device’s firmware is offered on",False
Enhanced uptime and firmware cybersecurity for grid-connected power electronics,SJ Moquin; SY Kim; N Blair; C Farnell,2019,2019 IEEE …,https://ieeexplore.ieee.org/abstract/document/8925027/,Google Scholar,"In this paper, we report on a power electronics prototype with enhanced security features  to monitor firmware integrity during run-time, maintain power processing uptime during",False
Towards fine-grained fingerprinting of firmware in online embedded devices,Q Li; X Feng; R Wang; Z Li; L Sun,2018,IEEE INFOCOM 2018-IEEE …,https://ieeexplore.ieee.org/abstract/document/8486326/,Google Scholar,"firmware fingerprints, we can find the devices using firmware with a particular vulnerability  on the website of Common Vulnerabilities  vulnerability in CVE websites [4] and the firmware",False
Cvssa: Cross-architecture vulnerability search in firmware based on support vector machine and attributed control flow graph,H Lin; D Zhao; L Ran; M Han; J Tian,2017,… Systems and Their …,https://ieeexplore.ieee.org/abstract/document/8269599/,Google Scholar,"security incidents happening due to the malicious firmware [3] importance of the vulnerability  search in firmware. However,  vulnerabilities in the specific firmware, because the firmware",False
Towards firmware analysis of industrial Internet of Things (IIoT),G Palavicini Jr; J Bryan; E Sheets; M Kline,2017,Special Session on …,https://www.scitepress.org/PublishedPapers/2017/63937/63937.pdf,Google Scholar,"on this process to verify the exploitability of any discovered vulnerabilities. Once the firmware  is extracted, we loaded the firmware sample image into the angr framework for analysis.",False
Blockchain-based OCF firmware update,EN Witanto; YE Oktian; S Kumi,2019,… on Information and …,https://ieeexplore.ieee.org/abstract/document/8939910/,Google Scholar,"-based OCF firmware updates. The  of the firmware updates. Besides, it will prevent a  single-point-of-failure if the adversary attacks the manufacturer by providing peer-to-peer firmware",False
Basebads: Automated security analysis of baseband firmware: poster,G Hernandez; KRB Butler,2019,… 12th Conference on Security and Privacy in …,https://dl.acm.org/doi/abs/10.1145/3317549.3326310,Google Scholar,"their firmware.  firmware introspection. By understanding how basebands fail across vendors  and cellular protocols, we can understand the overall security posture of baseband firmware",False
A methodology for determining the image base of ARM-based industrial control system firmware,R Zhu; B Zhang; J Mao; Q Zhang; Y Tan,2017,International Journal of Critical …,https://www.sciencedirect.com/science/article/pii/S1874548216300014,Google Scholar,evaluate the security of an industrial control system is to reverse engineer its firmware; this  is typically performed when the source code of the device is not available and the firmware is,False
ABINRM: Scalable and Efficient Detection of Vulnerabilities in Firmware Images of Intelligent Electronic Devices,M Debbabi; L Wang; A Hanna,2018,"… and Malware, and Vulnerability …",https://books.google.com/books?hl=en&lr=&id=ayVhDwAAQBAJ&oi=fnd&pg=PA114&dq=firmware+AND+vulnerabilities+OR+detection+OR+attacks+OR+exploit+OR+vulnerability+OR+security+OR+risks+after:2016+before:2020&ots=g3WfgATXJ_&sig=5C5wnjvl5QqpO9snfjIfnDA2AdM,Google Scholar,"Second, to ensure BINARM is efficient and scalable enough to handle IED firmware images,  we design a detection engine that employs three increasingly complex stages in order to",False
A novel holistic security framework for in-field firmware updates,SK Kumar; S Sahoo; K Kiran; AK Swain,2018,… on Smart Electronic …,https://ieeexplore.ieee.org/abstract/document/8719338/,Google Scholar,"propose a security framework the microcontroller/SoC devices can incorporate for secure  in-field OTA firmware update process. The proposed holistic solution support JTAG security,",False
Security vulnerabilities of unmanned aerial vehicles and countermeasures: An experimental study,V Dey; V Pudi; A Chattopadhyay,2018,2018 31st international …,https://ieeexplore.ieee.org/abstract/document/8326960/,Google Scholar,"2 drones to identiy security vulnerabilities: reverse engineering drone firmware, removing   wireless attacks. A comparison of the two drones in terms of user-friendliness and security",False
Critical infrastructure protection: Beyond the hybrid port and airport firmware security cybersecurity applications on transport,A Chiappetta; G Cuozzo,2017,2017 5th IEEE International …,https://ieeexplore.ieee.org/abstract/document/8005666/,Google Scholar,vulnerabilities related to the maritime and air transport. More in deep will outline how unsecure  firmware  on the importance related to the firmware security and how cyber threat can be,False
Chain veri: blockchain-based firmware verification system for IoT environment,JM Lim; Y Kim; C Yoo,2018,… on internet of things (iThings) and IEEE …,https://ieeexplore.ieee.org/abstract/document/8726857/,Google Scholar,This section summarizes the vulnerabilities [10] of the existing blockchain-based firmware  verification [9]. Attackers can fraud verification by incomplete PoW (Proof-of-Work) and false,False
Blockchain-based secure firmware management system in IoT environment,M Son; H Kim,2019,2019 21st International Conference on …,https://ieeexplore.ieee.org/abstract/document/8701959/,Google Scholar,"solutions can be hardly applied and even if safe firmware is supplied, security problems   and roll-back attacks. To resolve such problems, we propose a new firmware management",False
Secure firmware update over the air in the internet of things focusing on flexibility and feasibility,S Schmidt; M Tausig; M Hudler; G Simhandl,2016,Internet of Things Software …,https://www.ietf.org/ietf-ftp/slides/slides-iotsuws-secure-firmware-update-over-the-air-in-the-internet-of-things-focusing-on-flexibility-and-feasibility-00.pdf,Google Scholar,"enhanced security. Nevertheless, signing the firmware update should never be the only  security  requirements regarding security issues derived from the process of updating firmware.",False
Secure over-the-air firmware updates for sensor networks,K Kerliu; A Ross; G Tao; Z Yun; Z Shi,2019,2019 IEEE 16th …,https://ieeexplore.ieee.org/abstract/document/9059463/,Google Scholar,"firmware updatesas updating many deployed sensors one by one is tedious. In this work, we  study secure over-the-air (OTA) firmware  node can update the firmware in all nearby sensor",False
Towards automated classification of firmware images and identification of embedded devices,A Costin; A Zarras; A Francillon,2017,… Systems Security and Privacy Protection …,https://link.springer.com/chapter/10.1007/978-3-319-58469-0_16,Google Scholar,"2 classify the firmware. Using static and dynamic analysis as well as emulation techniques   generic and firmware-specific processing, we can discover vulnerabilities within the firmware.",False
Vulnerability and Protocol Association of Device Firmware in Power Grid,J Wang; Y Sun; S Miao; Z Shi,2018,2018 Electrical Power …,https://ieeexplore.ieee.org/abstract/document/8692854/,Google Scholar,"firmware protocol vulnerabilities associated technology, through the technology of information  extraction from the mass grid device firmware  device firmware and published vulnerability",False
Decentralized firmware attestation for in-vehicle networks,A Rawat; M Khodari; M Asplund; A Gurtov,2020,ACM Transactions on Cyber …,https://dl.acm.org/doi/abs/10.1145/3418685,Google Scholar,"This enables fixing known bugs and security holes in the software.  s firmware to mitigate  known vulnerabilities and exploits, the vehicle’s firmware can maintain a higher level of security",False
The Nexmon firmware analysis and modification framework: Empowering researchers to enhance Wi-Fi devices,M Schulz; D Wegemer; M Hollick,2018,Computer Communications,https://www.sciencedirect.com/science/article/pii/S014036641731294X,Google Scholar,"of the firmware loading implementation and a proposal to enhance firmware security while   Then, we present how to secure the firmware loading procedure and how to reduce risks of",False
Trustworthy firmware update for Internet-of-Thing devices using physical unclonable functions,MA Prada-Delgado; A Vázquez-Reyes,2017,2017 Global Internet …,https://ieeexplore.ieee.org/abstract/document/8016282/,Google Scholar,"On the other hand, being constantly connected poses risks to our security and privacy.   firmware of nearby lightbulbs can be updated over-the-air to run malicious code. To avoid security",False
Blockchain-based firmware update scheme tailored for autonomous vehicles,M Baza; M Nabil; N Lasla; K Fidan,2019,2019 IEEE wireless …,https://ieeexplore.ieee.org/abstract/document/8885769/,Google Scholar,", eg, using security patches. In this paper, we propose a distributed firmware update scheme   works that addressed the the security of firmware update . In [13], Nilsson et al. proposed a",False
How to make firmware updates over lorawan possible,K Abdelfadeel; T Farrell; D McDonald,2020,2020 IEEE 21st …,https://ieeexplore.ieee.org/abstract/document/9217759/,Google Scholar,An efficient approach is particularly desirable for frequent small firmware updates such  as security patches whereby the overhead of the initial phase can be much higher than,False
A secure IoT firmware update framework based on MQTT protocol,NW Lo; SH Hsu,2020,… Systems Architecture and Technology: Proceedings of …,https://link.springer.com/chapter/10.1007/978-3-030-30440-9_18,Google Scholar,support security features required for IoT firmware  security modules and they have stored  the identities (ID MF ) of their manufacturers. We assume firmware patch servers and firmware,False
Poster: Fuzzing iot firmware via multi-stage message generation,B Yu; P Wang; T Yue; Y Tang,2019,… computer and communications security,https://dl.acm.org/doi/abs/10.1145/3319535.3363247,Google Scholar,"vulnerabilities in IoT firmware is of vital significance. Recent research proposes to detect  vulnerability in IoT firmware  We also found five new vulnerabilities in the firmware of Mikrotik,",False
OTA firmware updates for LoRaWAN using blockchain,NS Mtetwa; N Sibeko; P Tarwireyi,2020,2020 2nd …,https://ieeexplore.ieee.org/abstract/document/9334108/,Google Scholar,The security during firmware update was out of the scope for this work. In [13] the authors   a Blockchain-based firmware update mechanism to enhance LoRaWAN security during the,False
IoT privacy and security challenges for smart home environments,H Lin; NW Bergmann,2016,Information,https://www.mdpi.com/2078-2489/7/3/44,Google Scholar,"We consider the largest vulnerability to be the lack of dedicated security professionals who   version of firmware with security vulnerabilities as the latest version, resulting in the firmware",False
"Anatomy of a vulnerable fitness tracking system: Dissecting the fitbit cloud, app, and firmware",J Classen; D Wegemer; P Patras; T Spink,2018,Proceedings of the ACM …,https://dl.acm.org/doi/abs/10.1145/3191737,Google Scholar,"Many of the vulnerabilities described in this article could only be detected by examining all   , and tracker firmware. Despite the complexity of the steps required to perform these attacks,",False
Control logic injection attacks on industrial control systems,H Yoo; I Ahmed,2019,ICT Systems Security and Privacy Protection: 34th IFIP …,https://link.springer.com/chapter/10.1007/978-3-030-22312-0_3,Google Scholar,"attacks: (1) Data Execution, and (2) Fragmentation and Noise Padding. These attacks   control logic to a PLC or modifying PLC firmware to support new (obfuscation) functionality.",False
IoT Penetration Testing Cookbook: Identify vulnerabilities and secure your smart devices,A Guzman; A Gupta,2017,NA,https://books.google.com/books?hl=en&lr=&id=rEFPDwAAQBAJ&oi=fnd&pg=PP1&dq=firmware+AND+vulnerabilities+OR+detection+OR+attacks+OR+exploit+OR+vulnerability+OR+security+OR+risks+after:2016+before:2020&ots=DrEfAYJuul&sig=ellmsxYmXWQfwXjLC7CUIYltTg4,Google Scholar,"project, providing practical guidance to address the most common firmware security bugs for   of firmware security, web application security, mobile application security, hardware security",False
Software implementation of a secure firmware update solution in an IOT context,L Kvarda; P Hnyk; L Vojtech; Z Lokaj,2016,… in Electrical and …,https://pdfs.semanticscholar.org/7515/43344eee3b7716e4fbcdcf57c6520de0afe0.pdf,Google Scholar,The paper describes a software implementation of a secure firmware update solution in an  IoT context. Our goal is to find out whether it would be possible to integrate security features,False
Enabling firmware updates over LPWANs,J Jongboom; J Stokking,2018,Embed. World Conf,http://janjongboom.com/downloads/ew2018-paper.pdf,Google Scholar,"integrity of the firmware. It involves timing and message level security and accounts for packet  loss. However, a good firmware update process also requires additional security on top of",False
Iot device firmware update over lora: The blockchain solution,A Anastasiou; P Christodoulou,2020,… Computing in Sensor …,https://ieeexplore.ieee.org/abstract/document/9183571/,Google Scholar,"devices security is the process of updating the firmware in a way that the integrity of the  firmware is validated. Without adopting any security mechanism, it is possible that the firmware",False
Verification of authenticated firmware load,SK Muduli; P Subramanyan; S Ray,2019,Cryptology ePrint Archive,https://eprint.iacr.org/2019/564,Google Scholar,This paper introduced a methodology for verification of endto-end security of authenticated  firmware loaders. Authenticated loaders are an important class of programs which are part of,False
Sensitive data leakage detection in pre-installed applications of custom android firmware,NT Cam; VH Pham; T Nguyen,2017,2017 18th IEEE International …,https://ieeexplore.ieee.org/abstract/document/7962474/,Google Scholar,"firmware. However, they analyzed separate pre-installed applications. In this study we propose  a system, uitXROM, to detect sensitive data leakage in custom Android firmware  firmware",False
"Security of cctv and video surveillance systems: Threats, vulnerabilities, attacks, and mitigations",A Costin,2016,Proceedings of the 6th international workshop on …,https://dl.acm.org/doi/abs/10.1145/2995289.2995290,Google Scholar,"Below we summarize a set of recommendations that we hope can help increase the security  of the hardware, firmware and network communication of video surveillance systems. With",False
Firmware Update Trend in the Internet of Things-An Empirical Survey of Japanese HGW Vendors,I Mizukoshi; A Nakanishi; A Goto,2016,… Security and Risk Management …,https://www.researchgate.net/profile/Natalie-Walker-15/publication/297336676_Proceedings_of_the_International_Conference_on_Computing_Technology_Information_Security_and_Risk_Management_CTISRM2016_Dubai_UAE_2016/links/56de72a108aeb8b66f94b260/Proceedings-of-the-International-Conference-on-Computing-Technology-Information-Security-and-Risk-Management-CTISRM2016-Dubai-UAE-2016.pdf#page=21,Google Scholar,Firmware vulnerability is a serious concern in the Internet of  Malicious hackers attack HGW  utilizing its vulnerability. HGW  current situation regarding vulnerability management by the,False
Towards Side-Channel Secure Firmware Updates: A Minimalist Anomaly Detection Approach,OM Guillen; F De Santis; R Brederlow,2016,… and Practice of Security,https://link.springer.com/chapter/10.1007/978-3-319-51966-1_23,Google Scholar,"updates: if the secret key is leaked, then the firmware is exposed and can be replaced by   simple anomaly detection measures can effectively increase the security of encrypted firmware",False
Breaking mobile firmware encryption through near-field side-channel analysis,A Vasselle; P Maurine; M Cozzi,2019,… and Solutions in Hardware Security …,https://dl.acm.org/doi/abs/10.1145/3338508.3359571,Google Scholar,and most of the time prevents vulnerability exposure.  the firmware encryption key and expose  unseen vulnerabilities.  -channel attacks can enable decryption of closed-source firmware.,False
Security threat on wearable services: Empirical study using a commercial smartband,M Lee; K Lee; J Shim; S Cho,2016,2016 IEEE International …,https://ieeexplore.ieee.org/abstract/document/7804766/,Google Scholar,", the concern about their security becomes critical. According to HP  to security attacks,  having a risk to leak personal data. Several studies demonstrate that firmware update vulnerability",False
Internet of things (IoT): Vulnerabilities and remediation strategies,P Anand; Y Singh; A Selwal,2020,The International Conference on Recent …,https://link.springer.com/chapter/10.1007/978-981-15-8297-4_22,Google Scholar,"The adversaries are even easily reprogramming the firmware of IoT devices [8]. Consequently,  in this article, we primarily focused on the major vulnerabilities in IoT devices that are",False
Firmware verification of embedded devices based on a blockchain,B Lee; S Malik; S Wi; JH Lee,2017,"… , Reliability, Security and Robustness in …",https://link.springer.com/chapter/10.1007/978-3-319-60717-7_6,Google Scholar,"Recent cyber attacks are targeting firmware, which is a software program on an  security  properties have not been applied yet to the embedded devices. Many bugs and vulnerabilities of",False
SMA: A system-level mutual authentication for protecting electronic hardware and firmware,U Guin; S Bhunia; D Forte,2016,IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/7585119/,Google Scholar,We will show in Section 3.4 the security of the obfuscated firmware can be OðNIÞ and the  designer can select any I paths. Algorithm-1 shows the pseudo-code for the algorithm to find,False
A case study on implementing false data injection attacks against nonlinear state estimation,C Konstantinou; M Maniatakos,2016,… on cyber-physical systems security and …,https://dl.acm.org/doi/abs/10.1145/2994487.2994491,Google Scholar,"(DSP) of the RTU locates and loads the firmware which is then being decrypted on the fly   of FDI attacks through flash memory data modifications, we focus on the firmware reverse",False
